Shounen	Vash the Stampede is the man with a $$60,000,000,000 bounty on his head.
Shounen	The reason: he's a merciless villain who lays waste to all those that oppose him and flattens entire cities for fun, garnering him the title "The Humanoid Typhoon."
Shounen	He leaves a trail of death and destruction wherever he goes, and anyone can count themselves dead if they so much as make eye contact—or so the rumors say.
Shounen	In actuality, Vash is a huge softie who claims to have never taken a life and avoids violence at all costs.
Shounen	With his crazy doughnut obsession and buffoonish attitude in tow, Vash traverses the wasteland of the planet Gunsmoke, all the while followed by two insurance agents, Meryl Stryfe and Milly Thompson, who attempt to minimize his impact on the public.
Shounen	But soon, their misadventures evolve into life-or-death situations as a group of legendary assassins are summoned to bring about suffering to the trio.
Shounen	Vash's agonizing past will be unraveled and his morality and principles pushed to the breaking point.
Shounen	It is the dark century and the people are suffering under the rule of the devil, Vandel, who is able to manipulate monsters.
Shounen	The Vandel Busters are a group of people who hunt these devils, and among them, the Zenon Squad is known to be the strongest busters on the continent.
Shounen	A young boy, Beet, dreams of joining the Zenon Squad.
Shounen	However, one day, as a result of Beet's fault, the Zenon squad was defeated by the devil, Beltose.
Shounen	The five dying busters sacrificed their life power into their five weapons, Saiga.
Shounen	After giving their weapons to Beet, they passed away.
Shounen	Years have passed since then and the young Vandel Buster, Beet, begins his adventure to carry out the Zenon Squad's will to put an end to the dark century.
Shounen	Kyosuke Kano has lived under the shadow of his successful brother Seisuke all his life who is a professional soccer player.
Shounen	Tired of being compared and downgraded at, he abandoned playing soccer until a boy from his new highschool discovered him and asked him to join their team.
Shounen	Kyosuke joins it and befriends two other first year players named Rodrigo and Sakai with the dream of becoming professional soccer players themselves.
Shounen	Moments prior to Naruto Uzumaki's birth, a huge demon known as the Kyuubi, the Nine-Tailed Fox, attacked Konohagakure, the Hidden Leaf Village, and wreaked havoc.
Shounen	In order to put an end to the Kyuubi's rampage, the leader of the village, the Fourth Hokage, sacrificed his life and sealed the monstrous beast inside the newborn Naruto.
Shounen	Now, Naruto is a hyperactive and knuckle-headed ninja still living in Konohagakure.
Shounen	Shunned because of the Kyuubi inside him, Naruto struggles to find his place in the village, while his burning desire to become the Hokage of Konohagakure leads him not only to some great new friends, but also some deadly foes.
Shounen	Gol D. Roger was known as the "Pirate King," the strongest and most infamous being to have sailed the Grand Line.
Shounen	The capture and execution of Roger by the World Government brought a change throughout the world.
Shounen	His last words before his death revealed the existence of the greatest treasure in the world, One Piece.
Shounen	It was this revelation that brought about the Grand Age of Pirates, men who dreamed of finding One Piece—which promises an unlimited amount of riches and fame—and quite possibly the pinnacle of glory and the title of the Pirate King.
Shounen	Enter Monkey D. Luffy, a 17-year-old boy who defies your standard definition of a pirate.
Shounen	Rather than the popular persona of a wicked, hardened, toothless pirate ransacking villages for fun, Luffy’s reason for being a pirate is one of pure wonder: the thought of an exciting adventure that leads him to intriguing people and ultimately, the promised treasure.
Shounen	Following in the footsteps of his childhood hero, Luffy and his crew travel across the Grand Line, experiencing crazy adventures, unveiling dark mysteries and battling strong enemies, all in order to reach the most coveted of all fortunes—One Piece.
Shounen	The world of tennis is harsh and highly competitive.
Shounen	Numerous schools from Japan battle it out to determine the best of the best.
Shounen	Seishin Gakuen Junior High School, more commonly known as Seigaku, is one of the most prominent contestants in this battle of the finest.
Shounen	Their team line-up gets even stronger with the sudden arrival of a young prodigy from the West, Ryouma Echizen, who is determined to prove himself and escape the towering shadow of his legendary father.
Shounen	This fine addition changes the team forever.
Shounen	Prince of Tennis follows the heartwarming and inspirational story of Ryouma on his quest to become one of the best tennis players the country has ever seen.
Shounen	He pushes himself hard so that he can one day surpass his father’s name and his own personal expectations.
Shounen	Alongside the rest of the Seigaku team, Ryouma fights to make his and his teammate's dreams come true.
Shounen	In order to fulfill their dead father's wish, the siblings, Takane Kiku and Takane Ryuji aims for the champopn title of the boxing arena.
Shounen	The sister, Kiku, will act as the trainer while her brother, Ryuji, will concentrate on the role of the boxer and learn the Boomerang.
Shounen	His battle with many rivals has led to the growth and maturity of Ryuji.
Shounen	The junior high boxing tournament has began and Ryuji will be fighting with his arch-rival, Kenzaki Jun.
Shounen	The battle begins.
Shounen	The Great Kanto Desert, a sweltering wasteland of nothing but ruins and sand, is all that remains of post-apocalyptic Japan.
Shounen	The once fair population has been left to cling to the inhospitable dunes for survival.
Shounen	At least, that is the case for normal people.
Shounen	For those who have spent a little too long in the Kanto sun, the desert offers a wondrous opportunity to make a name for themselves.
Shounen	One such person is the masked handyman "Sunabouzu," or Desert Punk, who has forged a legendary reputation for always finishing his jobs, no matter the nature or cost.
Shounen	Cunning and ruthless, he has become a force of crude destruction to the other desert people.
Shounen	However, the "Vixen of the Desert," Junko Asagiri, discovers that Sunabouzu is not without his weaknesses—he is easily swayed by his insatiable lust for large-breasted desert babes.
Shounen	Following their chaotic adventures through the Kanto Desert, Sunabouzu features a bizarre cast of personalities who entertain themselves with senseless violence and perversion in a world long destroyed by their forefathers.
Shounen	And just like them, they have not learned a damn thing.
Shounen	Yakitate means "fresh baked", but the word "Japan" is actually a pun - pan means bread in Japanese, so Kazuma is out to make Japan, a unique Japanese bread to compete with the best bread from around the world!
Shounen	Azuma became obsessed with bread when he was six years old.
Shounen	His sister yelled that their family should start having bread for breakfast sometimes, but their grandfather refused to even consider it, as he would only eat natto, miso soup, and rice for breakfast.
Shounen	Kazuma agreed, saying he didn`t like bread, but his sister kidnaps him and takes him to a bread store to show him the wonders of fresh-baked bread.
Shounen	Not only is Kazuma converted, but the owner discovers that Kazuma has the magical "Hands of the Sun" whose warmth makes them particularly suited to making bread.
Shounen	The owner packs up shop and goes to Tokyo to fulfill his dream of making Japan, but Kazuma continues his bread-baking dream as well, and ends up going to Tokyo himself when he`s sixteen, to compete for a spot at the foremost bread store in Japan - Pantasia!
Shounen	When mankind's savagery surpasses his fear of death, there is little hope for those who wish to live honest lives.
Shounen	Beneath a full moon, a young boy witnesses the murder of the bandits who had enslaved him, and is then christened with a new name by the man who rescued him.
Shounen	This boy is Shinta, now known as Kenshin Himura, and he is destined to become a swordsman.
Shounen	The softness of his heart does not befit the occupation, but his desire to protect the innocent is absolute.
Shounen	Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen details the origins of the man who would bear the name of Hitokiri Battousai long before he swore his oath not to kill and before he earned his reputation as an assassin.
Shounen	The young man’s heart is divided between justice and corruption, while the fate of a nation rests on his actions.
Shounen	In the final years of the Bakumatsu era lived a legendary assassin known as Hitokiri Battousai.
Shounen	Feared as a merciless killer, he was unmatched throughout the country, but mysteriously disappeared at the peak of the Japanese Revolution.
Shounen	It has been ten peaceful years since then, but the very mention of Battousai still strikes terror into the hearts of war veterans.
Shounen	Unbeknownst to them, Battousai has abandoned his bloodstained lifestyle in an effort to repent for his sins, now living as Kenshin Himura, a wandering swordsman with a cheerful attitude and a strong will.
Shounen	Vowing never to kill again, Kenshin dedicates himself to protecting the weak.
Shounen	One day, he stumbles across Kaoru Kamiya at her kendo dojo, which is being threatened by an impostor claiming to be Battousai.
Shounen	After receiving help from Kenshin, Kaoru allows him to stay at the dojo, and so the former assassin temporarily ceases his travels.
Shounen	Rurouni Kenshin: Meiji Kenkaku Romantan tells the story of Kenshin as he strives to save those in need of saving.
Shounen	However, as enemies from both past and present begin to emerge, will the reformed killer be able to uphold his new ideals?
Shounen	The war against the Tokugawa Shogunate ended years ago.
Shounen	But there are some who are not happy with the outcome.
Shounen	Shigure Takimi watched his friends and family get slashed down in the name of freedom and prosperity.
Shounen	Now he and a band of desperate rebels have sworn to settle one final score.
Shounen	Only one man stands in their way: Kenshin Himura.
Shounen	But when Shigure discovers Kenshin's true identity as the Hitokiri Battousai, his fight becomes a personal vendetta.
Shounen	Growing out of the chaos of a global war, the city of Utopia is populated by humans and bioroids (artificial humans).
Shounen	On the surface, everything is harmonious, but tensions lurk.
Shounen	Into this seemingly perfect society comes a survivor of the wars, Deunan Knute, who carries a legacy that will turn out to be of critical importance to the future of humanity.
Shounen	Mars has been colonized and is a world where children have been replaced by robot servants known as "dolls."
Shounen	Layla is a skilled fighter with a tragic past who travels about the world.
Shounen	Her companions are Nei, a strange and unique doll with some unknown ties to Layla, and Speedy, who is a doll breeder.
Shounen	The founders of Mars see the trio as a threat to their world, and each time they attack Layla and Nei a bit more of their mysterious past and future is revealed.
Shounen	Fourteen-year-old Yukio "Koyuki" Tanaka is a dispirited young boy with no goals in life.
Shounen	However, this all changes when Koyuki saves a strange-looking dog named Beck from being harassed by a group of local kids.
Shounen	The dog's owner, 16-year-old Ryuusuke "Ray" Minami, is an emerging guitarist and the former member of a popular rock band.
Shounen	After Koyuki meets Ray again in a diner, the older boy leads him to his former band's meeting place and dazzles Koyuki with his amazing guitar skills.
Shounen	Slowly becoming interested in the glamour of western rock culture, Koyuki decides to start playing the guitar while helping Ray achieve his dream of leading the ultimate rock band.
Shounen	Together with Ray's younger sister Maho and a few other members, the two boys launch their career into the world of rock by forming a band called BECK.
Shounen	Beck follows the group's struggles and successes as they spread their fame across Japan.
Shounen	The 1920s was a decade of great change and upheaval, with monstrous demons appearing across America.
Shounen	To combat this menace, the holy organization known as the Order of Magdalene was established.
Shounen	The organization's New York branch is home to the young and reckless Sister Rosette Christopher, as well as her partner Chrno.
Shounen	Tasked with the extermination of demonic threats, the renowned team is excellent at their job, despite causing extensive collateral damage on their missions.
Shounen	However, both Rosette and Chrno are driven by their dark pasts.
Shounen	Through exterminating demons, Rosette hopes to find her lost brother Joshua who was taken by the sinner and demon, Aion, with whom Chrno also shares a bloody history.
Shounen	The two of them must fight off the increasingly dangerous demonic menace and discover its source, while continuing to search for the truth behind Joshua's disappearance.
Shounen	One year ago, a UFO containing 150 aliens crash-landed off the shores of Kasai.
Shounen	Because no one could fix their ship, the Japanese Government decided to bestow upon them the designation "DearS" and make them into Japanese citizens, teaching them the language, customs, and culture of Japan.
Shounen	However, in order for them to become more familiar with human society, a home-stay program has been enacted to allow them to mingle with other humans.
Shounen	One misty morning, a truck carrying a capsule that housed one of these aliens ends up dropping it into the riverbank, releasing her from her confinement.
Shounen	She is eventually found by a high school student named Takeya Ikuhara, who saves her from being hit by a truck and takes pity on her, despite being extremely distrustful of their race and wanting nothing to do with them.
Shounen	Upon being named Ren, she imprints upon him as her "Master" and serves as his personal "Slave," leaving him with a "DearS" who wants to remain with him no matter what and bringing his ordinary, alien-free days to an end.
Shounen	There are two sides to every love story, and Boys Be... reveals what's really going on—from the guy's point of view!
Shounen	Meet three normal high school guys with just one thing on their minds: girls.
Shounen	Quiet Kyoichi has been friends with Chiharu ever since they were young, but lately, his feelings have begun to change.
Shounen	Lecherous Makoto, a self-proclaimed master of the rules of romance, is ready to sweep the ladies off their feet.
Shounen	And Yoshihiko, a handsome sports nut, is unfortunately a bit clueless in matters of the heart.
Shounen	Join this hapless trio for a year of romantic misadventures that will change their lives forever!
Shounen	Jing may appear to be a young boy, but his remarkable skills make him one of the most feared thieves on the planet.
Shounen	Along with his feathered partner Kir, Jing travels from town to town, stealing anything of value regardless of the amount of security.
Shounen	But when he's in a pinch, he has one more trick up his sleeve: Kir bonds with Jing's right arm to perform the effectively deadly "Kir Royale" attack.
Shounen	And because of all this, Jing is infamously known by many as the "King of Bandits."
Shounen	Jing, the infamous King of Bandits, finds himself and his feathered partner Kir behind bars in Seventh Heaven, the most notorious prison complex in the world.
Shounen	There, they seek to steal the Dream Orb from the convict Campari.
Shounen	But before doing so, they must escape from the prison of dreams that Campari has conjured for them.
Shounen	The story takes place in 19th century China during the Qing Dynasty, where the Emperor was weakened and the country was close to chaos.
Shounen	It is also during a fictitious era called "The Era of the Cooking Wars".
Shounen	It was an era in which top chefs with different cooking styles tried their best to improve their skills and to become the best chef in China.
Shounen	It is a country where insulting a high-grade chef or fooling around with cooking could land a person in a jail, and impersonating a top-chef is as good as usurpation of authority.
Shounen	Chefs compete with each other in order to gain respect and even power, but also with the risks of losing everything.
Shounen	The country of China has four major regions: Beijing, Szechuan, Shanghai, and Guangdong.
Shounen	The beginning of the story takes place in Szechuan, Mao's birthplace.
Shounen	After the death of Mao's mother, Pai, who was called the 'Fairy of Cuisine', Mao becomes a Super Chef in order to take the title as Master Chef of his mother's restaurant.
Shounen	However, before he takes his mother's place as Master Chef, he continues to travel China in order to learn more of the many ways of cooking, in the hopes of becoming a legendary chef, just like his mother.
Shounen	During his journey, he meets great friends and fierce rivals who wish to challenge him in the field of cooking.
Shounen	Takashi Kamiyama is your typical mild-mannered high school student—polite, aloof, and pacifistic, with a slightly above-average IQ.
Shounen	But would your average high school student really enroll himself at the infamous Cromartie High School, known as a breeding ground for the toughest delinquents out there?
Shounen	Apparently so, as that is exactly what Takashi does, though for reasons he'd rather leave unmentioned.
Shounen	However, one thing is for sure: the "hard-boiled rabbit in a den full of hungry lions" is never going to have another dull day.
Shounen	And how could he, now that he's surrounded by mohawked punks, obnoxious robots, and... gorillas?
Shounen	And was that Freddie Mercury riding a horse down the corridor?
Shounen	Follow Takashi as he earnestly dedicates his new high school life to better his school's reputation while his classmates are hellbent on wreaking havoc.
Shounen	Edward Elric, a young, brilliant alchemist, has lost much in his twelve-year life: when he and his brother Alphonse try to resurrect their dead mother through the forbidden act of human transmutation, Edward loses his brother as well as two of his limbs.
Shounen	With his supreme alchemy skills, Edward binds Alphonse's soul to a large suit of armor.
Shounen	A year later, Edward, now promoted to the fullmetal alchemist of the state, embarks on a journey with his younger brother to obtain the Philosopher's Stone.
Shounen	The fabled mythical object is rumored to be capable of amplifying an alchemist's abilities by leaps and bounds, thus allowing them to override the fundamental law of alchemy: to gain something, an alchemist must sacrifice something of equal value.
Shounen	Edward hopes to draw into the military's resources to find the fabled stone and restore his and Alphonse's bodies to normal.
Shounen	However, the Elric brothers soon discover that there is more to the legendary stone than meets the eye, as they are led to the epicenter of a far darker battle than they could have ever imagined.
Shounen	It is Tokyo, 1969.
Shounen	Earth is under the attack of the "Invaders."
Shounen	Fortunately, though, the public is unaware of this.
Shounen	But to the secret orginazation, A.E.G.I.S., the threat is very real, and it is up them to stop this invasion.
Shounen	One day on his route to high school, Ukiya Shun observes a battle between a young girl and a group of Invaders.
Shounen	He ends up helping her and discovers that much like the girl, he possesses the ability to generate a "gate" of special power that only a few other people are gifted with.
Shounen	As a result, Ukiya then joins A.E.G.I.S.
Shounen	in an effort to recruit other Gate Keepers in order to protect the city, all while doing his best not to imitate his late father, whom he dispises.
Shounen	Thirty-two years have passed since the initial defeat of the Invaders.
Shounen	A.E.G.I.S is all but dismantled now and has become an underground organization consisting of only a few Gate Keepers left to save humanity.
Shounen	One of the members, Ayane Isuzu, is sick of society as a whole, though she continues to defeat the Invaders out of spite for her father.
Shounen	Suddenly, she learns of the revival of Machine General (Kikai Shogun) and Devil Count (Akuma Hakushaku), but a mysterious ghost girl now accompanies them.
Shounen	It is up to Ayane and the remnants of A.E.G.I.S to stop them and save humanity once again.
Shounen	Many years ago, humans and demons lived in harmony.
Shounen	But that unity ended when demons started attacking humans and plotted a mission to unleash Gyumao—an evil demon imprisoned for thousands of years.
Shounen	Now, Genjo Sanzo, a rogue priest, must team up with three demons—Sha Gojyo, Son Goku, and Cho Hakkai—and embark on a perilous journey to the west to stop these demons from resurrecting Gyumao and restore the balance between humans and demons on Earth.
Shounen	Mido Ban and Amano Ginji are known as the Get Backers, retrievers with a success rate of 100%.
Shounen	Whatever is lost or stolen, they can definitely get it back.
Shounen	Despite their powerful abilities and enthusiastic behavior, Ban and Ginji are terminally broke no matter what they do simply because few people would actually desire to hire them.
Shounen	As a result, the pair of them tend to do dangerous jobs, often leading to unwanted re-encounters with their old (and dangerous) friends.
Shounen	12-year-old Shindou Hikaru is just your average 6th grader.
Shounen	One day, while searching through his grandfather's attic, he comes across an old Go board.
Shounen	Upon touching the Go board, Hikaru is possessed by the spirit of Fujiwara no Sai, and continues to be haunted by him soon after.
Shounen	Sai was once a great Go player, who committed suicide and continued to stay in the world as a spirit desiring only to play Go once again.
Shounen	Finally bending to Sai's pleas, Hikaru allows Sai to play Go through himself, unknowingly attempting the first game with the young prodigy Touya Akira.
Shounen	Time has finally started moving, as Sai's quest for the perfect game, "The Hand of God", is set underway.
Shounen	Based on the manga by Yumi Hotta and Takeshi Obata.
Shounen	Hunters are specialized in a wide variety of fields, ranging from treasure hunting to cooking.
Shounen	They have access to otherwise unavailable funds and information that allow them to pursue their dreams and interests.
Shounen	However, being a hunter is a special privilege, only attained by taking a deadly exam with an extremely low success rate.
Shounen	Gon Freecss, a 12-year-old boy with the hope of finding his missing father, sets out on a quest to take the Hunter Exam.
Shounen	Along the way, he picks up three companions who also aim to take the dangerous test: the revenge-seeking Kurapika, aspiring doctor Leorio Paladiknight, and a mischievous child the same age as Gon, Killua Zoldyck.
Shounen	Hunter x Hunter is a classic shounen that follows the story of four aspiring hunters as they embark on a perilous adventure, fighting for their dreams while defying the odds.
Shounen	After reuniting with Gon and his friends, Kurapika explained to them the risks he bears because of his abilities.
Shounen	Believing that his target of revenge is no longer alive and the search for his fallen comrade's eyes could truly begin, Kurapika soon after receives a message informing him that all the Spiders still lived.
Shounen	After much discussion between his friends, Gon, Kurapika and company decided to hunt after the one Spider member who's ability could ultimately result in Kurapika's defeat and death.
Shounen	Based on the manga by Togashi Yoshihiro.
